reference_code,url,price,currency,life_span,material_label,size_label,collection
CRB7224513,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB7224513.html,16000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224514,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB7224514.html,17300.0,AED,Q4 May 2022,Other,Medium,Other
CRN7413400,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRN7413400.html,111000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7413500,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRN7413500.html,46100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224777,https://www.cartier.com/en-ae/jewellery/necklaces/les-berlingots-de-cartier-necklace-large-model-CRB7224777.html,15900.0,AED,Q4 May 2022,Other,Large,Other
CRN7424409,https://www.cartier.com/en-ae/jewellery/necklaces/les-berlingots-de-cartier-necklace-large-model-CRN7424409.html,141000.0,AED,Q4 May 2022,Other,Large,Other
CRH3000004,https://www.cartier.com/en-ae/jewellery/necklaces/les-oiseaux-lib%C3%A9r%C3%A9s-necklace-CRH3000004.html,353000.0,AED,Q4 May 2022,Other,Medium,Other
CRH3000006,https://www.cartier.com/en-ae/jewellery/necklaces/les-oiseaux-lib%C3%A9r%C3%A9s-necklace-CRH3000006.html,975000.0,AED,Q4 May 2022,Other,Medium,Other
CRH3000008,https://www.cartier.com/en-ae/jewellery/necklaces/les-oiseaux-lib%C3%A9r%C3%A9s-necklace-CRH3000008.html,870000.0,AED,Q4 May 2022,Other,Medium,Other
CRHP300100,https://www.cartier.com/en-ae/jewellery/necklaces/les-oiseaux-lib%C3%A9r%C3%A9s-necklace-CRHP300100.html,955000.0,AED,Q4 May 2022,Other,Medium,Other
CRN3109100,https://www.cartier.com/en-ae/jewellery/necklaces/les-oiseaux-lib%C3%A9r%C3%A9s-necklace-CRN3109100.html,419000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7219200,https://www.cartier.com/en-ae/jewellery/necklaces/logo-necklace-CRB7219200.html,8150.0,AED,Q4 May 2022,Other,Medium,Other
CRB7219300,https://www.cartier.com/en-ae/jewellery/necklaces/logo-necklace-CRB7219300.html,13200.0,AED,Q4 May 2022,Other,Medium,Other
CRB7219400,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-2-diamonds-CRB7219400.html,10000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7219500,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-2-diamonds-CRB7219500.html,9350.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224509,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-2-diamonds-CRB7224509.html,9350.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014500,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-3-diamonds-CRB7014500.html,17100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014600,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-3-diamonds-CRB7014600.html,18300.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014700,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-3-diamonds-CRB7014700.html,17100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014900,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-6-diamonds-CRB7014900.html,22000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7219700,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-6-diamonds-CRB7219700.html,13500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014200,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7014200.html,13100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014300,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7014300.html,14000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7014400,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7014400.html,13100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7212300,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7212300.html,9050.0,AED,Q4 May 2022,Other,Medium,Other
CRB7212400,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7212400.html,9050.0,AED,Q4 May 2022,Other,Medium,Other
CRB7212500,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7212500.html,9700.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224527,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7224527.html,32100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224528,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRB7224528.html,21000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424352,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-CRN7424352.html,226000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7058000,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamond-paved-CRB7058000.html,34300.0,AED,Q4 May 2022,Other,Medium,Other
CRB7058400,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamond-paved-CRB7058400.html,32100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7216300,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamond-paved-CRB7216300.html,22500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7013700,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamonds-CRB7013700.html,18800.0,AED,Q4 May 2022,Other,Medium,Other
CRB7013800,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamonds-CRB7013800.html,17600.0,AED,Q4 May 2022,Other,Medium,Other
CRB7013900,https://www.cartier.com/en-ae/jewellery/necklaces/love-necklace-diamonds-CRB7013900.html,17600.0,AED,Q4 May 2022,Other,Medium,Other
CRN7408300,https://www.cartier.com/en-ae/jewellery/necklaces/maillon-panth%C3%A8re-thin-necklace-3-diamond-paved-rows-CRN7408300.html,345000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7408400,https://www.cartier.com/en-ae/jewellery/necklaces/maillon-panth%C3%A8re-thin-necklace-3-diamond-paved-rows-CRN7408400.html,323000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7408500,https://www.cartier.com/en-ae/jewellery/necklaces/maillon-panth%C3%A8re-thin-necklace-5-diamond-paved-rows-CRN7408500.html,570000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7408600,https://www.cartier.com/en-ae/jewellery/necklaces/maillon-panth%C3%A8re-thin-necklace-5-diamond-paved-rows-CRN7408600.html,535000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000169,https://www.cartier.com/en-ae/jewellery/necklaces/necklace-with-engraved-stones-CRH7000169.html,1200000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224538,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7224538.html,39100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224539,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7224539.html,39100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224737,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7224737.html,39100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224738,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRB7224738.html,39100.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000013,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000013.html,397000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000030,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000030.html,780000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000214,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000214.html,595000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000286,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000286.html,595000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000328,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000328.html,486000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000538,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000538.html,795000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000539,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000539.html,660000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000740,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000740.html,353000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000741,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000741.html,530000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000743,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000743.html,1150000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000744,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRH7000744.html,955000.0,AED,Q4 May 2022,Other,Medium,Other
CRHP700855,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRHP700855.html,486000.0,AED,Q4 May 2022,Other,Medium,Other
CRN3109300,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN3109300.html,374000.0,AED,Q4 May 2022,Other,Medium,Other
CRN3109400,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN3109400.html,615000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7051000,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7051000.html,247000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7059200,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7059200.html,88000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424121,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424121.html,86500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424122,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424122.html,147000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424209,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424209.html,186000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424210,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424210.html,77500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424211,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424211.html,82500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424212,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424212.html,293000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424213,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424213.html,275000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424218,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424218.html,102000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424219,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424219.html,102000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424239,https://www.cartier.com/en-ae/jewellery/necklaces/panth%C3%A8re-de-cartier-necklace-CRN7424239.html,86500.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000170,https://www.cartier.com/en-ae/jewellery/necklaces/pierres-gravees-necklace-CRH7000170.html,935000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000172,https://www.cartier.com/en-ae/jewellery/necklaces/pierres-gravees-necklace-CRH7000172.html,935000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000544,https://www.cartier.com/en-ae/jewellery/necklaces/pluie-de-cartier-necklace-CRH7000544.html,374000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424284,https://www.cartier.com/en-ae/jewellery/necklaces/pluie-de-cartier-necklace-CRN7424284.html,40500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424285,https://www.cartier.com/en-ae/jewellery/necklaces/pluie-de-cartier-necklace-CRN7424285.html,112000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000301,https://www.cartier.com/en-ae/jewellery/necklaces/reflection-de-cartier-necklace-CRH7000301.html,392000.0,AED,Q4 May 2022,Other,Medium,Other
H7000519,https://www.cartier.com/en-ae/jewellery/necklaces/reflection-de-cartier-necklace-CRH7000519.html,1460000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424283,https://www.cartier.com/en-ae/jewellery/necklaces/reflection-de-cartier-necklace-CRN7424283.html,43400.0,AED,Q4 May 2022,Other,Medium,Other
CRB7009000,https://www.cartier.com/en-ae/jewellery/necklaces/santos-de-cartier-necklace-CRB7009000.html,30300.0,AED,Q4 May 2022,Other,Medium,Santos
CRB7009100,https://www.cartier.com/en-ae/jewellery/necklaces/santos-de-cartier-necklace-CRB7009100.html,32400.0,AED,Q4 May 2022,Other,Medium,Santos
CRB7224582,https://www.cartier.com/en-ae/jewellery/necklaces/santos-de-cartier-necklace-CRB7224582.html,12700.0,AED,Q4 May 2022,Other,Medium,Santos
CRB7224583,https://www.cartier.com/en-ae/jewellery/necklaces/santos-de-cartier-necklace-CRB7224583.html,13700.0,AED,Q4 May 2022,Other,Medium,Santos
CRB3153116,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-necklace-CRB3153116.html,10200.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153117,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-necklace-CRB3153117.html,10900.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153118,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-necklace-CRB3153118.html,11500.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153119,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-necklace-CRB3153119.html,12300.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153111,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-pendant-CRB3153111.html,2310.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153112,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-pendant-CRB3153112.html,2310.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153113,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-pendant-CRB3153113.html,2310.0,AED,Q4 May 2022,Other,Medium,Other
CRB3153124,https://www.cartier.com/en-ae/jewellery/necklaces/symbol-pendant-CRB3153124.html,2310.0,AED,Q4 May 2022,Other,Medium,Other
CRB7221700,https://www.cartier.com/en-ae/jewellery/necklaces/symbols-necklace-CRB7221700.html,9900.0,AED,Q4 May 2022,Other,Medium,Other
CRB3041200,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB3041200.html,8850.0,AED,Q4 May 2022,Other,Medium,Other
CRB3045500,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB3045500.html,20200.0,AED,Q4 May 2022,Other,Medium,Other
CRB7058500,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7058500.html,27600.0,AED,Q4 May 2022,Other,Medium,Other
CRB7058700,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7058700.html,11600.0,AED,Q4 May 2022,Other,Medium,Other
CRB7058800,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7058800.html,9250.0,AED,Q4 May 2022,Other,Medium,Other
CRB7218200,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7218200.html,5200.0,AED,Q4 May 2022,Other,Medium,Other
CRB7223500,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7223500.html,7850.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224574,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7224574.html,5850.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224577,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7224577.html,15200.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224586,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7224586.html,15900.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224900,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRB7224900.html,12300.0,AED,Q4 May 2022,Other,Medium,Other
CRN3027000,https://www.cartier.com/en-ae/jewellery/necklaces/trinity-necklace-CRN3027000.html,72500.0,AED,Q4 May 2022,Other,Medium,Other
CRH4350500,https://www.cartier.com/en-ae/jewellery/rings/%5Bsur%5Dnaturel-ring-CRH4350500.html,78000.0,AED,Q4 May 2022,Other,Medium,Other
CRH4371400,https://www.cartier.com/en-ae/jewellery/rings/%5Bsur%5Dnaturel-ring-CRH4371400.html,278000.0,AED,Q4 May 2022,Other,Medium,Other
CRB4231700,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9crou-de-cartier-ring-CRB4231700.html,11600.0,AED,Q4 May 2022,Other,Medium,Other
CRB4231800,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9crou-de-cartier-ring-CRB4231800.html,33300.0,AED,Q4 May 2022,Other,Medium,Other
CRB4233800,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9crou-de-cartier-ring-CRB4233800.html,15100.0,AED,Q4 May 2022,Other,Medium,Other
CRB4216800,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9tincelle-de-cartier-ring-small-model-CRB4216800.html,28200.0,AED,Q4 May 2022,Other,Small,Other
CRB4220500,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9tincelle-de-cartier-ring-small-model-CRB4220500.html,26400.0,AED,Q4 May 2022,Other,Small,Other
CRB4220600,https://www.cartier.com/en-ae/jewellery/rings/%C3%A9tincelle-de-cartier-ring-small-model-CRB4220600.html,26400.0,AED,Q4 May 2022,Other,Small,Other
CRN4780800,https://www.cartier.com/en-ae/jewellery/rings/agrafe-ring-CRN4780800.html,44600.0,AED,Q4 May 2022,Other,Medium,Other
CRHSA40096,https://www.cartier.com/en-ae/jewellery/rings/antique-piece-ring-CRHSA40096.html,374000.0,AED,Q4 May 2022,Other,Medium,Other
CRHSA40588,https://www.cartier.com/en-ae/jewellery/rings/antique-piece-ring-CRHSA40588.html,310000.0,AED,Q4 May 2022,Other,Medium,Other
CRB4221500,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRB4221500.html,24000.0,AED,Q4 May 2022,Other,Medium,Other
CRB4224500,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRB4224500.html,18300.0,AED,Q4 May 2022,Other,Medium,Other
CRH4323300,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRH4323300.html,272000.0,AED,Q4 May 2022,Other,Medium,Other
CRH4363600,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRH4363600.html,173000.0,AED,Q4 May 2022,Other,Medium,Other
CRH4374200,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRH4374200.html,125000.0,AED,Q4 May 2022,Other,Medium,Other
CRN4747100,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4747100.html,84500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4747200,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4747200.html,47100.0,AED,Q4 May 2022,Other,Medium,Other
CRN4747300,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4747300.html,70500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4747400,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4747400.html,53500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4748300,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4748300.html,66500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4748500,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4748500.html,55500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4752600,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4752600.html,84500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4753400,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4753400.html,115000.0,AED,Q4 May 2022,Other,Medium,Other
CRN4753500,https://www.cartier.com/en-ae/jewellery/rings/cactus-de-cartier-ring-CRN4753500.html,114000.0,AED,Q4 May 2022,Other,Medium,Other
CRB4074400,https://www.cartier.com/en-ae/jewellery/rings/caresse-d%E2%80%99orchid%C3%A9es-par-cartier-ring-CRB4074400.html,34800.0,AED,Q4 May 2022,Other,Medium,Other
CRB4083200,https://www.cartier.com/en-ae/jewellery/rings/caresse-d%E2%80%99orchid%C3%A9es-par-cartier-ring-CRB4083200.html,16700.0,AED,Q4 May 2022,Other,Medium,Other
CRN4781400,https://www.cartier.com/en-ae/jewellery/rings/clash-%5Bun%5Dlimited-ring-CRN4781400.html,79500.0,AED,Q4 May 2022,Other,Medium,Other
CRN4781500,https://www.cartier.com/en-ae/jewellery/rings/clash-%5Bun%5Dlimited-ring-CRN4781500.html,232000.0,AED,Q4 May 2022,Other,Medium,Other
CRN4781600,https://www.cartier.com/en-ae/jewellery/rings/clash-%5Bun%5Dlimited-ring-CRN4781600.html,265000.0,AED,Q4 May 2022,Other,Medium,Other
CRN4781700,https://www.cartier.com/en-ae/jewellery/rings/clash-%5Bun%5Dlimited-ring-CRN4781700.html,29000.0,AED,Q4 May 2022,Other,Medium,Other
CRN4781900,https://www.cartier.com/en-ae/jewellery/rings/clash-%5Bun%5Dlimited-ring-CRN4781900.html,43400.0,AED,Q4 May 2022,Other,Medium,Other
